Category,System Model,System Mfg,Part Mfg,Part Number
CT SCANNER,AQUILION-16,TOSHIBACANON,TOSHIBACANON,bsx70-0584a
CT SCANNER,AQUILION-32-AQUILION-64,TOSHIBACANON,TOSHIBACANON,px74-08824b
CT SCANNER,LIGHTSPEED-VCT-64-LIGHTSPEED-VCT-32,GE,GE,2395084
CT SCANNER,AQUILION-4-ASTEION-DUAL,TOSHIBACANON,TOSHIBACANON,px77-99454-1
CT SCANNER,PROSPEED-CT,GE,GE,mx165zj
MAMMO UNIT,SENOGRAPHE-DS,GE,GE,2210405-15
MRI SCANNER,MAGNETOM-AVANTO-15T,SIEMENS,SIEMENS,10100009
CATH ANGIO LAB,AXIOM-ARTIS-DMP,SIEMENS,SIEMENS,6584049
CT SCANNER,OPTIMA-CT660,GE,GE,5720000
MAMMO UNIT,SENOGRAPHE-DMR,GE,GE,2240767
MRI SCANNER,INTERA-15T,PHILIPS,PHILIPS,459800030712
CT SCANNER,OPTIMA-CT540,GE,GE,5402332-20
CT SCANNER,REVOLUTION-ACT,GE,GE,5495654
MRI SCANNER,MAGNETOM-SKYRA-30T,SIEMENS,SIEMENS,11234550
MRI SCANNER,SIGNA-EXPLORER-15T,GE,GE,5351040
MAMMO UNIT,SENOGRAPHE-2000D,GE,GE,2299551-2
CT SCANNER,DISCOVERY-HD750,GE,GE,6406405
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452230280282
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452213161924
CT SCANNER,AQUILION-16,TOSHIBACANON,TOSHIBACANON,bsx73-1109e
MRI SCANNER,SIGNA-HDXT-30T-SIGNA-EXCITEHD-15T-SIGNA-EXCITE-15T-11X,GE,GE,5110612-2
RAD ROOM,DURADIAGNOST,PHILIPS,PHILIPS,451213422174
CT SCANNER,DISCOVERY-HD750,GE,GE,6406407
CT SCANNER,DISCOVERY-HD750,GE,GE,5270064
CT SCANNER,BRILLIANCE-ICT-128-BRILLIANCE-ICT-256,PHILIPS,PHILIPS,459800588141
CT SCANNER,AQUILION-8-AQUILION-32-AQUILION-16-AQUILION-64,TOSHIBACANON,TOSHIBACANON,bsx71-0960e
MAMMO UNIT,MAMMOMAT-INSPIRATION,SIEMENS,SIEMENS,10139942
CT SCANNER,REVOLUTIONEVO-DISCOVERY-HD750-OPTIMA-CT660,GE,GE,5481498-6
PORTABLE X-RAY,MOBILETT-XP-HYBRID,SIEMENS,SIEMENS,10022684
MAMMO UNIT,SENOGRAPHE-DMR,GE,GE,d4172m
PET CT,INGENUITY-TF,PHILIPS,PHILIPS,459800122811
CT SCANNER,ASTELION-16,TOSHIBACANON,TOSHIBACANON,px74-12140-1
RAD ROOM,LITHOSKOP,SIEMENS,SIEMENS,7757607
MRI SCANNER,MULTIVA-15T,PHILIPS,PHILIPS,459800661761
MRI SCANNER,MAGNETOM-AVANTO-15T,SIEMENS,SIEMENS,10746244
NUCLEAR GAMMA CAMERA,INFINIA-HAWKEYE-4,GE,GE,pcb000320
CATH ANGIO LAB,INNOVA-2100,GE,GE,2336484-3
CT SCANNER,REVOLUTION-ACT,GE,GE,5495657
MRI SCANNER,OPTIMA-MR360,GE,GE,5420021
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,459801189231
CT SCANNER,AQUILION-ONE,TOSHIBACANON,TOSHIBACANON,bsx77-4840e
CT SCANNER,AQUILION-16,TOSHIBACANON,TOSHIBACANON,px79-32167
CT SCANNER,AQUILION-4-ASTEION-4,TOSHIBACANON,TOSHIBACANON,px74-05799e-1
CT SCANNER,BRILLIANCE-ICT-128,PHILIPS,PHILIPS,451210513252
MRI SCANNER,INTERA-ACHIEVA-15T,PHILIPS,PHILIPS,452213179922
CT SCANNER,HISPEED-DUAL,GE,GE,5237815
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452213154963
MAMMO UNIT,SENOGRAPHE-ESSENTIAL,GE,GE,5364324
CATH ANGIO LAB,INNOVA-2000,GE,GE,2376964
MRI SCANNER,MAGNETOM-AERA,SIEMENS,SIEMENS,10614120
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452213168614
MRI SCANNER,MAGNETOM-AERA,SIEMENS,SIEMENS,1049630
C ARM,ARCADIS-ORBIC-3D-SIREMOBILE-COMPACTL,SIEMENS,SIEMENS,7142685
C ARM,OEC-FLUOROSTAR-7900,GE,GE,0-453004-01
MRI SCANNER,OPTIMA-MR360-BRIVO-MR355,GE,GE,5746251
C ARM,OEC-9900-ELITE-OEC-9900,GE,GE,5357528
MRI SCANNER,MAGNETOM-SYMPHONY-15T,SIEMENS,SIEMENS,4763145
CT SCANNER,LIGHTSPEED-VCT-32-LIGHTSPEED-VCT-64,GE,GE,2395085
MRI SCANNER,VANTAGE-XGV,TOSHIBACANON,TOSHIBACANON,bsm41-3940-32
MRI SCANNER,MULTIVA-15T,PHILIPS,PHILIPS,453530334983
PET CT,INGENUITY-TF,PHILIPS,PHILIPS,459800971581
PET CT,DISCOVERY-IQ,GE,GE,5444999
CT SCANNER,OPTIMA-CT660,GE,GE,2201851
C ARM,OEC-9800-ESP,GE,GE,00-884735-04
MRI SCANNER,OPTIMA-MR360,GE,GE,5746586
RAD ROOM,PROTEUS-XR,GE,GE,5189877
MRI SCANNER,DISCOVERY-MR750-30T,GE,GE,5391471
CT SCANNER,OPTIMA-CT660,GE,GE,5341419-2
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,459800420151
RAD ROOM,DIGITAL-DIAGNOST,PHILIPS,PHILIPS,100204
MRI SCANNER,MAGNETOM-SYMPHONY-15T,SIEMENS,SIEMENS,1346011
CT SCANNER,AQUILION-64,TOSHIBACANON,TOSHIBACANON,px79-50163-2
MAMMO UNIT,SENOGRAPHE-PLUS,GE,GE,2264280
CT SCANNER,AQUILION-16-ACTIVION-16,TOSHIBACANON,TOSHIBACANON,px73-17090c-1
MRI SCANNER,SIGNA-EXCITEHD-15T,GE,GE,2384329
RAD FLUORO ROOM,DUODIAGNOST,PHILIPS,PHILIPS,451210178181
MRI SCANNER,MAGNETOM-SKYRA-30T,SIEMENS,SIEMENS,11062038
MRI SCANNER,SIGNA-OVATION-035T,GE,GE,2351334
CT SCANNER,ASTELION-16,TOSHIBACANON,TOSHIBACANON,bsb74-0432
CT SCANNER,BRIGHTSPEED-ELITE-16,GE,GE,2329241
MRI SCANNER,DISCOVERY-MR750-30T,GE,GE,5135844-100
CATH ANGIO LAB,ALLURA-XPER-FD10,PHILIPS,PHILIPS,459801276502
MRI SCANNER,MULTIVA-15T,PHILIPS,PHILIPS,459800661742
MRI SCANNER,MULTIVA-15T,PHILIPS,PHILIPS,453530334981
CT SCANNER,SENSATION-16,SIEMENS,SIEMENS,4015764
MRI SCANNER,SIGNA-EXCITE-HDXT-15T-15X,GE,GE,46-260777g3
CT SCANNER,OPTIMA-CT660,GE,GE,5700000-31
MRI SCANNER,SIGNA-EXCITE-HDXT-15T-15X-DISCOVERY-MR750-30T,GE,GE,2215716-70
MRI SCANNER,MULTIVA-15T,PHILIPS,PHILIPS,453530299361
C ARM,OEC-8800,GE,GE,2299888
MRI SCANNER,SIGNA-ECHOSPEED-15T,GE,GE,2171621
CT SCANNER,HISPEED-DUAL,GE,GE,2256113-2
MRI SCANNER,SIGNA-OVATION-035T,GE,GE,10-61640-01
CATH ANGIO LAB,INFINIX,TOSHIBACANON,TOSHIBACANON,clx-51073-1
CT SCANNER,ACCESS-CT,PHILIPS,PHILIPS,459800594291
MRI SCANNER,MAGNETOM-AVANTO-15T,SIEMENS,SIEMENS,11060708
CATH ANGIO LAB,AXIOM-ARTIS-DFC,SIEMENS,SIEMENS,5969808
RAD ROOM,DIGITAL-DIAGNOST-VM,PHILIPS,PHILIPS,451213384003
MRI SCANNER,MAGNETOM-AERA,SIEMENS,SIEMENS,11060845
MRI SCANNER,ACHIEVA-15T-MULTIVA-15T,PHILIPS,PHILIPS,452213303212
C ARM,BV-PULSERA,PHILIPS,PHILIPS,452216514011
RAD ROOM,ESSENTA-DR-DIGITAL-DIAGNOST,PHILIPS,PHILIPS,451220100381
RAD ROOM,PROTEUS-XR,GE,GE,2288705
CT SCANNER,AQUILION-ONE,TOSHIBACANON,TOSHIBACANON,bsx77-5410e-10
CT SCANNER,BRILLIANCE-ICT-256,PHILIPS,PHILIPS,453567480401
MRI SCANNER,SIGNA-OVATION-035T,GE,GE,5151398
MRI SCANNER,SIGNA-OVATION-035T,GE,GE,2351335
CT SCANNER,LIGHTSPEED-VCT-32,GE,GE,st373454lc
CT SCANNER,AQUILION-32,TOSHIBACANON,TOSHIBACANON,px74-09755b-1a
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,459800769411
MRI SCANNER,SIGNA-PROFILE-02T,GE,GE,46-328056g2
MRI SCANNER,SIGNA-EXCITEHD-15T,GE,GE,re05tn1308
C ARM,OEC-9900-ELITE,GE,GE,5266165
PET CT,DISCOVERY-600,GE,GE,5213204
CT SCANNER,DEFINITION-AS,SIEMENS,SIEMENS,10187109
PORTABLE X-RAY,OPTIMA-XR220,GE,GE,5504000
CT SCANNER,LIGHTSPEED-16-LIGHTSPEED-ULTRA-8-LIGHTSPEED-PLUS-4,GE,GE,2203602
MRI SCANNER,DISCOVERY-MR750-30T,GE,GE,5351443-102
CT SCANNER,SENSATION-16,SIEMENS,SIEMENS,st373455ss
CT SCANNER,LIGHTSPEED-VCT-32-LIGHTSPEED-VCT-64,GE,GE,5143009
CT SCANNER,AQUILION-16,TOSHIBACANON,TOSHIBACANON,bsx73-1108e
CT SCANNER,LIGHTSPEED-16,GE,GE,5126616
C ARM,ARCADIS-ORBIC,SIEMENS,SIEMENS,1602254
C ARM,ARCADIS-VARIC,SIEMENS,SIEMENS,10762093
MRI SCANNER,SIGNA-EXCITE-HDXT-15T-15X,GE,GE,46-307164g3
MAMMO UNIT,SENOGRAPHE-ESSENTIAL,GE,GE,2121509-2
CT SCANNER,EMOTION-6,SIEMENS,SIEMENS,7057933
MAMMO UNIT,SENOGRAPHE-DS,GE,GE,46-194427p407
C ARM,ARCADIS-VARIC,SIEMENS,SIEMENS,8868650
CT SCANNER,LIGHTSPEED-RT-4,GE,GE,2378211
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,989603018945
CATH ANGIO LAB,INTEGRIS-H5000-C,PHILIPS,PHILIPS,452230023476
CT SCANNER,LIGHTSPEED-16-SIGNA-EXCITE-HDXT-15T-15X,GE,GE,5143798-3
CT SCANNER,BRILLIANCE-ICT-256,PHILIPS,PHILIPS,453567053761
NUCLEAR GAMMA CAMERA,SYMBIA-T16,SIEMENS,SIEMENS,10182075
PORTABLE X-RAY,OPTIMA-XR220,GE,GE,5350000-2a
PET CT,DISCOVERY-VCT-LIGHTSPEED-RT-16-LIGHTSPEED-VCT-32,GE,GE,reevo240g
PET CT,GEMINI-GXL,PHILIPS,PHILIPS,453567075051
C ARM,OEC-9800-ESP,GE,GE,0-878908-02
CT SCANNER,LIGHTSPEED-VCT-64,GE,GE,5202049
RAD ROOM,ESSENTA-DR-DIGITAL-DIAGNOST,PHILIPS,PHILIPS,98900188071
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452213086451
MRI SCANNER,MAGNETOM-CONCERTO,SIEMENS,SIEMENS,7002277
RAD FLUORO ROOM,LUMINOS-AGILE-MAX,SIEMENS,SIEMENS,10408907
MAMMO UNIT,SENOGRAPHE-DMR,GE,GE,d4142m
MRI SCANNER,INTERA-ACHIEVA-15T-NOVA-DUAL,PHILIPS,PHILIPS,453530360623
CATH ANGIO LAB,ALLURA-XPER-FD10,PHILIPS,PHILIPS,452216318906
CT SCANNER,SUPRIA,HITACHI,HITACHI,ka13335403-3
CT SCANNER,BRILLIANCE-ICT-256,PHILIPS,PHILIPS,453567377561
MRI SCANNER,SIGNA-PROFILE-02T,GE,GE,2102500-10
CT SCANNER,EMOTION-DUO,SIEMENS,SIEMENS,8674876
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,989603208011
MAMMO UNIT,SENOGRAPHE-DS,GE,GE,5151774-4
NUCLEAR GAMMA CAMERA,SYMBIA-T16,SIEMENS,SIEMENS,3086341
CT SCANNER,AQUILION-16,TOSHIBACANON,TOSHIBACANON,bsx77-3842ni
C ARM,BV-LIBRA-BV-ENDURA,PHILIPS,PHILIPS,989000061831
CT SCANNER,BRILLIANCE-ICT-256,PHILIPS,PHILIPS,453567378371
CT SCANNER,DEFINITION-AS,SIEMENS,SIEMENS,10589698
MRI SCANNER,SIGNA-EXCITE-HDXT-15T-15X,GE,GE,46-271439g3
CATH ANGIO LAB,INNOVA-2000,GE,GE,2285071
MRI SCANNER,MAGNETOM-AVANTO-15T,SIEMENS,SIEMENS,5516310
RAD FLUORO ROOM,OMNI-DIAGNOST-ELEVA,PHILIPS,PHILIPS,452230024978
MRI SCANNER,MAGNETOM-AVANTO-15T,SIEMENS,SIEMENS,11060706
C ARM,INSIGHT-FD,HOLOGIC,HOLOGIC,pcb-01006
MAMMO UNIT,SENOGRAPHE-DMR,GE,GE,2147760
CT SCANNER,LIGHTSPEED-VCT-32,GE,GE,100-505601
MRI SCANNER,BRIVO-MR355-OPTIMA-MR360-OPTIMA-CT520,GE,GE,5429039-70
CATH ANGIO LAB,ARTIS-ZEE,SIEMENS,SIEMENS,10848688
CATH ANGIO LAB,INNOVA-2100-INNOVA-2100IQ,GE,GE,2409046-4
CT SCANNER,DISCOVERY-HD750,GE,GE,5206405
RAD FLUORO ROOM,DUODIAGNOST,PHILIPS,PHILIPS,451213127592
MRI SCANNER,SIGNA-OVATION-035T,GE,GE,st3160316as
CT SCANNER,SCOPE-16,SIEMENS,SIEMENS,10928090
CT SCANNER,BRILLIANCE-ICT-128-BRILLIANCE-ICT-256,PHILIPS,PHILIPS,453567387041
PET CT,DISCOVERY-PET-CT-690,GE,GE,5270327
MAMMO UNIT,SENOGRAPHE-DS-SENOGRAPHE-ESSENTIAL,GE,GE,5219759
MRI SCANNER,MAGNETOM-SYMPHONY-15T,SIEMENS,SIEMENS,528659
CT SCANNER,BRILLIANCE-ICT-128,PHILIPS,PHILIPS,453564157131
MRI SCANNER,SIGNA-EXCITEHD-15T-BRIVO-MR355-OPTIMA-MR360-SIGNA-EXPLORER-15T,GE,GE,5814003
C ARM,OEC-FLUOROSTAR-7900,GE,GE,0-453064-01
RAD FLUORO ROOM,PRESTIGE,GE,GE,861333p015
CT SCANNER,BRILLIANCE-ICT-128,PHILIPS,PHILIPS,453564100371
C ARM,ARCADIS-VARIC,SIEMENS,SIEMENS,10430503
CT SCANNER,LIGHTSPEED-VCT-64,GE,GE,5143013
CT SCANNER,BRIGHTSPEED-ELITE-16,GE,GE,ctgcvc-17
CT SCANNER,MX8000-IDT,PHILIPS,PHILIPS,459800924801
MRI SCANNER,MAGNETOM-AERA,SIEMENS,SIEMENS,10591691
RAD ROOM,MULTIX-FUSION,SIEMENS,SIEMENS,10398386
CATH ANGIO LAB,INTEGRIS-B5000,PHILIPS,PHILIPS,989601030545
RAD ROOM,DIGITAL-DIAGNOST-BUCKY-DIAGNOST,PHILIPS,PHILIPS,989000086102
MRI SCANNER,MAGNETOM-SKYRA-30T,SIEMENS,SIEMENS,10358500
MRI SCANNER,MAGNETOM-AVANTO-15T,SIEMENS,SIEMENS,11060730
CT SCANNER,EMOTION-16,SIEMENS,SIEMENS,hp-w700wc3
CATH ANGIO LAB,AXIOM-ARTIS-ZEE-BIPLANE-ARTIS-ICONO-BIPLANE-ARTIS-ZEE,SIEMENS,SIEMENS,10656054
CT SCANNER,DISCOVERY-HD750,GE,GE,5206300
CT SCANNER,LIGHTSPEED-16,GE,GE,46-296234g1
MRI SCANNER,INTERA-ACHIEVA-15T,PHILIPS,PHILIPS,452213189761
C ARM,OEC-9900-ELITE,GE,GE,h2t4-npp-125-15-sc3
CT SCANNER,SENSATION-16,SIEMENS,SIEMENS,10567043
C ARM,ARCADIS-ORBIC,SIEMENS,SIEMENS,3099988
MAMMO UNIT,SENOGRAPHE-DS,GE,GE,5151774
CT SCANNER,EMOTION,SIEMENS,SIEMENS,10165566
C ARM,OEC-7900-COMPACT,GE,GE,00-454009-01
MRI SCANNER,MAGNETOM-SYMPHONY-15T,SIEMENS,SIEMENS,7127413
MRI SCANNER,MAGNETOM-SYMPHONY-15T,SIEMENS,SIEMENS,4763137
NUCLEAR GAMMA CAMERA,SYMBIA-E-ECAM,SIEMENS,SIEMENS,10151535
CT SCANNER,SENSATION-OPEN,SIEMENS,SIEMENS,uhu300-2x15ml
CT SCANNER,AQUILION-64,TOSHIBACANON,TOSHIBACANON,eqfx500-128ab
NUCLEAR GAMMA CAMERA,SYMBIA-T16,SIEMENS,SIEMENS,3086333
CATH ANGIO LAB,INNOVA-3100,GE,GE,5231804-2
CT SCANNER,AQUILION-32-AQUILION-64,TOSHIBACANON,TOSHIBACANON,st373454lw
C ARM,ARCADIS-VARIC,SIEMENS,SIEMENS,8080595
CT SCANNER,AQUILION-64-AQUILION-32,TOSHIBACANON,TOSHIBACANON,bsx73-0979ed
CATH ANGIO LAB,AZURION,PHILIPS,PHILIPS,459801189221
C ARM,OEC-FLUOROSTAR-7900,GE,GE,0-453861-02
MRI SCANNER,AIRIS-II,HITACHI,HITACHI,yj4011-s10
CT SCANNER,OPTIMA-CT660-DISCOVERY-HD750,GE,GE,5700000-4
CT SCANNER,HISPEED,GE,GE,2299288
CATH ANGIO LAB,INNOVA-2100-INNOVA-3100-INNOVA-4100,GE,GE,d2804a
PORTABLE X-RAY,OPTIMA-XR200,GE,GE,5350002-2
RAD FLUORO ROOM,DUODIAGNOST,PHILIPS,PHILIPS,989601024631
CT SCANNER,LIGHTSPEED-VCT-64,GE,GE,5316023
RAD ROOM,SILHOUETTE-VR,GE,GE,2226325-41
CT SCANNER,OPTIMA-CT660-REVOLUTIONEVO-DISCOVERY-HD750,GE,GE,5481498-9
CATH ANGIO LAB,AXIOM-ARTIS-ZEE-CEILING-ARTIS-ZEE,SIEMENS,SIEMENS,10092645
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,45357463162
CT SCANNER,BRILLIANCE-64,PHILIPS,PHILIPS,453567030271
CT SCANNER,LIGHTSPEED-VCT-64,GE,GE,5202059
CT SCANNER,ACCESS-CT,PHILIPS,PHILIPS,ctr1735
CT SCANNER,AQUILION-8-AQUILION-32-AQUILION-16-AQUILION-64,TOSHIBACANON,TOSHIBACANON,bsx71-1013e
MRI SCANNER,ACHIEVA-30T,PHILIPS,PHILIPS,989603013051
CT SCANNER,AQUILION-8-AQUILION-32-AQUILION-16-AQUILION-64,TOSHIBACANON,TOSHIBACANON,bsx71-1032e
MRI SCANNER,SIGNA-HDXT-30T,GE,GE,2341077-2
CT SCANNER,LIGHTSPEED-VCT-64,GE,GE,5202049-4
CT SCANNER,OPTIMA-CT660,GE,GE,2137130-12
CATH ANGIO LAB,INNOVA-2000,GE,GE,2132186-23
MRI SCANNER,INGENIA-30T,PHILIPS,PHILIPS,459800097974
CATH ANGIO LAB,INFINIX-VF-I,TOSHIBACANON,TOSHIBACANON,clx-90196
RAD FLUORO ROOM,MULTI-DIAGNOST-ELEVA,PHILIPS,PHILIPS,452216424362
C ARM,OEC-7900-COMPACT,GE,GE,00-453962-02
MRI SCANNER,SIGNA-EXCITE-15T-11X,GE,GE,46-281256p1
CT SCANNER,DISCOVERY-VCT-LIGHTSPEED-RT-16-LIGHTSPEED-VCT-32,GE,GE,du8809
CT SCANNER,BRILLIANCE-64,PHILIPS,PHILIPS,453567074082
MRI SCANNER,SIGNA-INFINITY-15T,GE,GE,e8802md
C ARM,OEC-9800-ESP,GE,GE,00-879056-03
MRI SCANNER,MAGNETOM-AMIRA-15T,SIEMENS,SIEMENS,10836353
MRI SCANNER,SIGNA-INFINITY-15T,GE,GE,5461415
MRI SCANNER,INTERA-30T-QUASAR,PHILIPS,PHILIPS,452213255392
PET CT,DISCOVERY-ST,GE,GE,5310000-4
CT SCANNER,BRIGHTSPEED-POWER-16,GE,GE,5126780
C ARM,OEC-9800-ESP,GE,GE,00-879186-02
RAD ROOM,AXIOM-VERTIX,SIEMENS,SIEMENS,8375040
CT SCANNER,BRIGHTSPEED-POWER-16,GE,GE,5126782
C ARM,OEC-7700,GE,GE,00-453139-01
MRI SCANNER,OPTIMA-MR450W,GE,GE,e8800tf
MRI SCANNER,OPTIMA-MR450W,GE,GE,e8800tg
MRI SCANNER,OPTIMA-MR450W,GE,GE,e8800te
MRI SCANNER,OPTIMA-MR450W,GE,GE,e8800td
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452215031172
MRI SCANNER,SIGNA-OVATION-035T,GE,GE,a6068-66543
MAMMO UNIT,SENOGRAPHE-ESSENTIAL,GE,GE,2403951-4
C ARM,OEC-9800-ESP,GE,GE,0-878931-01
MAMMO UNIT,SENOGRAPHE-ESSENTIAL,GE,GE,6gf6221-2cb07
MRI SCANNER,INTERA-15T,PHILIPS,PHILIPS,452213180601
CT SCANNER,DISCOVERY-HD750,GE,GE,6306402-3
PORTABLE X-RAY,MOBILETT-XP-HYBRID,SIEMENS,SIEMENS,6585960
CT SCANNER,DISCOVERY-HD750-REVOLUTIONEVO-OPTIMA-CT660,GE,GE,5335963-20
CT SCANNER,OPTIMA-CT660,GE,GE,5118067
CT SCANNER,AQUILION-RXL,TOSHIBACANON,TOSHIBACANON,px74-10043-1
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452213154201
CT SCANNER,DEFINITION-AS,SIEMENS,SIEMENS,14420756
MAMMO UNIT,SENOGRAPHE-DMR,GE,GE,2240767-2
C ARM,BV-PULSERA,PHILIPS,PHILIPS,459801609721
MRI SCANNER,SIGNA-HDXT-30T,GE,GE,2416761
MRI SCANNER,SIGNA-EXPLORER-15T,GE,GE,96-010
MRI SCANNER,OPTIMA-MR360,GE,GE,5436920
PET CT,GEMINI-16-POWER,PHILIPS,PHILIPS,453567901271
C ARM,BV-ENDURA,PHILIPS,PHILIPS,989601023961
MRI SCANNER,INTERA-ACHIEVA-30T,PHILIPS,PHILIPS,452211138732
MRI SCANNER,OPTIMA-MR450,GE,GE,5430000-4
CATH ANGIO LAB,AXIOM-ARTIS-DFC,SIEMENS,SIEMENS,10412697
CT SCANNER,EMOTION-6,SIEMENS,SIEMENS,7686772
CT SCANNER,LIGHTSPEED-VCT-64,GE,GE,5174959
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,62155769
MRI SCANNER,SIGNA-EXPLORER-15T,GE,GE,5396153
MRI SCANNER,MAGNETOM-SYMPHONY-15T,SIEMENS,SIEMENS,10746255
RAD ROOM,PROTEUS-XR,GE,GE,219703
CATH ANGIO LAB,INNOVA-2000,GE,GE,2345970-7-000
CT SCANNER,DISCOVERY-HD750-LIGHTSPEED-VCT-32-OPTIMA-CT660,GE,GE,5123185
CT SCANNER,AQUILION-16-ACTIVION-16,TOSHIBACANON,TOSHIBACANON,px73-17090-1
MRI SCANNER,MAGNETOM-AVANTO-15T,SIEMENS,SIEMENS,5514372
MRI SCANNER,PANORAMA-10T,PHILIPS,PHILIPS,452209013421
CT SCANNER,LIGHTSPEED-VCT-64,GE,GE,5125342
MAMMO UNIT,MAMMOMAT-3000-NOVA,SIEMENS,SIEMENS,6483809
C ARM,OEC-9900,GE,GE,5485298
CATH ANGIO LAB,AXIOM-ARTIS-MP,SIEMENS,SIEMENS,5246785
MAMMO UNIT,MICRODOSE,PHILIPS,PHILIPS,453199901731
CT SCANNER,ACTIVION-16-AQUILION-16,TOSHIBACANON,TOSHIBACANON,px74-09747-g1
MRI SCANNER,MAGNETOM-SKYRA-30T,SIEMENS,SIEMENS,10684522
CT SCANNER,AQUILION-64,TOSHIBACANON,TOSHIBACANON,bsx74-2304-04
CT SCANNER,BRIGHTSPEED-ELITE-16,GE,GE,2199077-7
RAD FLUORO ROOM,DUODIAGNOST,PHILIPS,PHILIPS,451220201731
MRI SCANNER,SIGNA-HDXT-30T,GE,GE,2343325
PORTABLE X-RAY,MOBILETT,SIEMENS,SIEMENS,6185222
MAMMO UNIT,SENOGRAPHE-ESSENTIAL,GE,GE,2108592-4
CT SCANNER,ALEXION-16,TOSHIBACANON,TOSHIBACANON,cdas-036a
CT SCANNER,DISCOVERY-HD750,GE,GE,5195800-5
MRI SCANNER,PANORAMA-10T,PHILIPS,PHILIPS,812210276163
CT SCANNER,AQUILION-RXL,TOSHIBACANON,TOSHIBACANON,bsx74-2266
RAD ROOM,YSIO-F,SIEMENS,SIEMENS,10963091
CT SCANNER,OPTIMA-CT660,GE,GE,2201853
MRI SCANNER,SIGNA-EXCITE-15T-11X,GE,GE,2298332
C ARM,OEC-9800-ESP,GE,GE,rad-99b-or-iiib
C ARM,ARCADIS-VARIC,SIEMENS,SIEMENS,8081585
CT SCANNER,ASTEION-S4,TOSHIBACANON,TOSHIBACANON,cxb-400a
C ARM,BV-PULSERA,PHILIPS,PHILIPS,452210459364
C ARM,OEC-9800-ESP,GE,GE,00-879127-02
CT SCANNER,MX8000-EXP,PHILIPS,PHILIPS,453566495151
CT SCANNER,HISPEED,GE,GE,d3102t
RAD ROOM,ESSENTA-DR,PHILIPS,PHILIPS,989001080442
MRI SCANNER,SIGNA-EXCITEHD-15T-BRIVO-MR355-OPTIMA-MR360-SIGNA-EXPLORER-15T,GE,GE,2162680
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,453530360031
MRI SCANNER,AIRIS-II,HITACHI,HITACHI,85221511
CT SCANNER,LIGHTSPEED-VCT-64,GE,GE,5855028
PORTABLE X-RAY,AMX-4,GE,GE,46-279088p1
RAD FLUORO ROOM,AXIOM-LUMINOS-DRF,SIEMENS,SIEMENS,10166698
C ARM,SIREMOBILE-COMPACTL,SIEMENS,SIEMENS,3780157
MRI SCANNER,ONI-MSK-10T,GE,GE,2005-0022
C ARM,OEC-7900,GE,GE,00-45119-06
CT SCANNER,DEFINITION-AS,SIEMENS,SIEMENS,10187110
C ARM,OEC-FLUOROSTAR-7900,GE,GE,453806
MRI SCANNER,OPTIMA-MR430S,GE,GE,5005-0004-r
CATH ANGIO LAB,ALLURA-XPER-FD10,PHILIPS,PHILIPS,452230008827
CT SCANNER,BRILLIANCE-16,PHILIPS,PHILIPS,s532b
MRI SCANNER,PANORAMA-10T,PHILIPS,PHILIPS,453530052161
C ARM,OEC-FLUOROSTAR-7900,GE,GE,0-412100-04
C ARM,OEC-7900,GE,GE,00-906731-01
CT SCANNER,OPTIMA-CT660-LIGHTSPEED-VCT-64-REVOLUTIONEVO-DISCOVERY-HD750,GE,GE,6450000-107
C ARM,BV-PULSERA,PHILIPS,PHILIPS,pcb31117
CATH ANGIO LAB,ALLURA-XPER-FD10,PHILIPS,PHILIPS,452230008826
C ARM,BV-PULSERA-BV-300,PHILIPS,PHILIPS,452230014122
MRI SCANNER,PROFILE-4,GE,GE,10-60360-01
RAD FLUORO ROOM,PRESTIGE,GE,GE,310-9661
MRI SCANNER,INTERA-ACHIVA-15T,PHILIPS,PHILIPS,452213178551
CT SCANNER,OPTIMA-CT520-REVOLUTIONEVO-DISCOVERY-HD750-BRIVO-CT385,GE,GE,6450000-100
RAD FLUORO ROOM,DUODIAGNOST,PHILIPS,PHILIPS,451220200764
CT SCANNER,OPTIMA-CT660,GE,GE,5481496-7
MRI SCANNER,SIGNA-INFINITY-15T,GE,GE,46-230006p2
CT SCANNER,OPTIMA-CT660,GE,GE,5460487
RAD ROOM,DIGITAL-DIAGNOST,PHILIPS,PHILIPS,451213314311
RAD ROOM,DIGITAL-DIAGNOST,PHILIPS,PHILIPS,451213314612
